t_s,activity
1573762191.290935,0.3159313151663472
1576494417.3174818,0.3152999578323762
1579226643.3440287,0.3146698622032885
1581958869.3705754,0.3140410257576925
1584691095.3971221,0.31341344597923493
1587423321.4236689,0.3127871203565916
1590155547.4502156,0.3121620463834566
1592887773.4767625,0.3115382215585327
1595619999.5033092,0.31091564338552163
1598352225.529856,0.3102943093731133
1601084451.5564027,0.3096742170349764
1603816677.5829494,0.30905536388974825
1606548903.6094964,0.308437747461025
1609281129.636043,0.3078213652773517
1612013355.6625898,0.30720621487221234
1614745581.6891365,0.30659229378401975
1617477807.7156832,0.30597959955610626
1620210033.7422302,0.3053681297367135
1622942259.768777,0.3047578818789829
1625674485.7953236,0.3041488535409455
1628406711.8218703,0.3035410422855122
1631138937.848417,0.3029344456804645
1633871163.8749638,0.3023290612984444
1636603389.9015107,0.3017248867169444
1639335615.9280574,0.30112191951829875
1642067841.9546041,0.3005201572896726
1644800067.9811509,0.2999195976230531
1647532294.0076976,0.2993202381152397
1650264520.0342445,0.29872207636783427
1652996746.0607913,0.2981251099872317
1655728972.087338,0.29752933658461017
1658461198.1138847,0.29693475377592177
1661193424.1404314,0.2963413591818829
1663925650.1669784,0.2957491504279647
1666657876.193525,0.29515812514438344
1669390102.2200718,0.29456828096609133
1672122328.2466185,0.29397961553276686
1674854554.2731652,0.29339212648880536
1677586780.2997122,0.2928058114833096
1680319006.326259,0.2922206681700803
1683051232.3528056,0.291636694207607
1685783458.3793523,0.2910538872590585
1688515684.405899,0.2904722449922733
1691247910.4324458,0.2898917650797508
1693980136.4589927,0.2893124451986414
1696712362.4855394,0.2887342830307377
1699444588.5120862,0.2881572762624649
1702176814.5386329,0.2875814225848717
1704909040.5651796,0.2870067196936209
1707641266.5917265,0.2864331652889804
1710373492.6182733,0.2858607570758138
1713105718.64482,0.2852894927635715
1715837944.6713667,0.2847193700662811
1718570170.6979134,0.28415038670253867
1721302396.7244604,0.28358254039549907
1724034622.751007,0.2830158288728678
1726766848.7775538,0.2824502498668909
1729499074.8041005,0.28188580111434636
1732231300.8306472,0.2813224803565351
1734963526.8571942,0.2807602853392716
1737695752.883741,0.28019921381287544
1740427978.9102876,0.2796392635321617
1743160204.9368343,0.2790804322564323
1745892430.963381,0.278522717749467
1748624656.9899278,0.27796611777951447
1751356883.0164747,0.2774106301192832
1754089109.0430214,0.27685625254593277
1756821335.0695682,0.27630298284106497
1759553561.0961149,0.2757508187907146
1762285787.1226616,0.27519975818534104
1765018013.1492085,0.27464979881981916
1767750239.1757553,0.2741009384934307
1770482465.202302,0.2735531750098551
1773214691.2288487,0.27300650617716093
1775946917.2553954,0.27246092980779724
1778679143.2819424,0.2719164437185846
1781411369.308489,0.2713730457307067
1784143595.3350358,0.2708307336697009
1786875821.3615825,0.27028950536545043
1789608047.3881292,0.26974935865217503
1792340273.4146762,0.26921029136842267
1795072499.441223,0.2686723013570608
1797804725.4677696,0.2681353864652676
1800536951.4943163,0.26759954454452334
1803269177.520863,0.2670647734506021
1806001403.54741,0.26653107104356283
1808733629.5739567,0.2659984351877412
1811465855.6005034,0.26546686375174045
1814198081.6270502,0.26493635460842335
1816930307.6535969,0.2644069056349036
1819662533.6801436,0.2638785147125372
1822394759.7066905,0.26335117972691413
1825126985.7332373,0.2628248985678497
1827859211.759784,0.26229966912937625
1830591437.7863307,0.26177548930973477
1833323663.8128774,0.2612523570113663
1836055889.8394244,0.26073027014090366
1838788115.865971,0.2602092266091632
1841520341.8925178,0.259689224331136
1844252567.9190645,0.25917026122598014
1846984793.9456112,0.2586523352170119
1849717019.9721582,0.2581354442316976
1852449245.998705,0.25761958620164527
1855181472.0252516,0.2571047590625966
1857913698.0517983,0.2565909607544183
1860645924.078345,0.25607818922109415
1863378150.104892,0.25556644241071663
1866110376.1314387,0.2550557182754788
1868842602.1579854,0.25454601477166605
1871574828.1845322,0.2540373298596479
1874307054.211079,0.2535296615038699
1877039280.2376256,0.25302300767284536
1879771506.2641726,0.2525173663391474
1882503732.2907193,0.2520127354794008
1885235958.317266,0.2515091130742738
1887968184.3438127,0.2510064971084701
1890700410.3703594,0.25050488557072065
1893432636.3969064,0.25000427645377576
1896164862.423453,0.24950466775439728
1898897088.4499998,0.24900605747334997
1901629314.4765465,0.24850844361539415
1904361540.5030932,0.24801182418927717
1907093766.5296402,0.24751619720772583
1909825992.556187,0.2470215606874384
1912558218.5827336,0.24652791264907653
1915290444.6092803,0.2460352511172572
1918022670.635827,0.24554357412054514
1920754896.662374,0.2450528796914448
1923487122.6889207,0.24456316586639254
1926219348.7154675,0.24407443068574863
1928951574.7420142,0.24358667219378938
1931683800.768561,0.24309988843869956
1934416026.7951078,0.2426140774725644
1937148252.8216546,0.2421292373513619
1939880478.8482013,0.24164536613495502
1942612704.874748,0.24116246188708368
1945344930.9012947,0.24068052267535742
1948077156.9278414,0.24019954657124742
1950809382.9543884,0.23971953165007884
1953541608.980935,0.23924047599102308
1956273835.0074818,0.23876237767709016
1959006061.0340285,0.23828523479512098
1961738287.0605752,0.23780904543577974
1964470513.0871222,0.23733380769354623
1967202739.113669,0.23685951966670823
1969934965.1402156,0.2363861794573539
1972667191.1667624,0.23591378517136424
1975399417.193309,0.23544233491840538
1978131643.219856,0.23497182681192116
1980863869.2464027,0.23450225896912547
1983596095.2729495,0.2340336295109948
1986328321.2994962,0.2335659365622606
1989060547.326043,0.23309917825140197
1991792773.3525898,0.23263335271063804
1994524999.3791366,0.23216845807592038
1997257225.4056833,0.23170449248692587
1999989451.43223,0.2312414540870489
2002721677.4587767,0.23077934102339423
2005453903.4853234,0.2303181514467694
2008186129.5118704,0.2298578835116772
2010918355.538417,0.2293985353763088
2013650581.5649638,0.22894010520253583
2016382807.5915105,0.22848259115590322
2019115033.6180573,0.22802599140562205
2021847259.6446042,0.22757030412456175
2024579485.671151,0.2271155274892434
2027311711.6976976,0.22666165967983196
2030043937.7242444,0.22620869888012923
2032776163.750791,0.22575664327756637
2035508389.777338,0.2253054910631968
2038240615.8038847,0.2248552404316892
2040972841.8304315,0.22440588958131968
2043705067.8569782,0.22395743671396515
2046437293.883525,0.2235098800350957
2049169519.9100718,0.22306321775376772
2051901745.9366186,0.22261744808261671
2054633971.9631653,0.2221725692378499
2057366197.989712,0.22172857943923932
2060098424.0162587,0.22128547691011452
2062830650.0428057,0.22084325987735562
2065562876.0693524,0.2204019265713862
2068295102.095899,0.21996147522616613
2071027328.1224458,0.2195219040791844
2073759554.1489925,0.21908321137145234
2076491780.1755393,0.21864539534749647
2079224006.2020862,0.2182084542553513
2081956232.228633,0.21777238634655272
2084688458.2551796,0.21733718987613046
2087420684.2817264,0.21690286310260154
2090152910.308273,0.2164694042879632
2092885136.33482,0.21603681169768585
2095617362.3613667,0.21560508360070624
2098349588.3879135,0.21517421826942035
2101081814.4144602,0.21474421397967675
2103814040.441007,0.21431506901076944
2106546266.4675539,0.21388678164543112
2109278492.4941006,0.21345935016982645
2112010718.5206473,0.2130327728735447
2114742944.547194,0.2126070480495934
2117475170.5737407,0.21218217399439138
2120207396.6002877,0.21175814900776183
2122939622.6268344,0.2113349713929256
2125671848.653381,0.21091263945649436
2128404074.6799278,0.21049115150846387
2131136300.7064745,0.21007050586220719
2133868526.7330213,0.20965070083446796
2136600752.7595682,0.2092317347453536
2139332978.786115,0.20881360591832865
2142065204.8126616,0.20839631268020806
2144797430.8392084,0.20797985336115044
2147529656.865755,0.20756422629465138
2150261882.892302,0.20714942981753692
2152994108.9188485,0.20673546226995673
2155726334.9453955,0.2063223219953774
2158458560.9719424,0.20591000734057618
2161190786.998489,0.205498516655634
2163923013.025036,0.2050878482939289
2166655239.0515823,0.20467800061212973
2169387465.0781293,0.20426897197018912
2172119691.1046762,0.20386076073133744
2174851917.1312227,0.20345336526207589
2177584143.1577697,0.20304678393216982
2180316369.184316,0.20264101511464286
2183048595.210863,0.2022360571857696
